,Module,Group,Quota,No. ofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
279,CS2102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
280,CS2102,LECTURE 1,25,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
281,CS2102,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
282,CS2102,LECTURE 2,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
283,CS2102,LECTURE 2,11,0,0,0,0,ENGINEERING,Returning Students [P]
284,CS2102,LECTURE 2,2,2,1,1,50,SCHOOL OF COMPUTING,Returning Students [P]
285,CS2102,LECTURE 2,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
286,CS2102,LECTURE 2,15,1,10,1,10,SCHOOL OF COMPUTING,New Students [P]
287,CS2102,LECTURE 2,5,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
288,CS2102S,LECTURE 1,35,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
289,CS2102S,LECTURE 1,25,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
290,CS2102S,LECTURE 2,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
291,CS2102S,LECTURE 2,53,2,11,1,100,SCHOOL OF COMPUTING,Returning Students [P]
292,CS2102S,LECTURE 2,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
293,CS2102S,LECTURE 2,20,2,1,1,1,SCHOOL OF COMPUTING,New Students [P]
294,CS2103,LECTURE 1,1,2,2000,4944,4944,ENGINEERING,Returning Students [P]
295,CS2103,LECTURE 1,54,3,11,1,103,SCHOOL OF COMPUTING,Returning Students [P]
296,CS2103,LECTURE 1,50,29,1,1,100,SCHOOL OF COMPUTING,New Students [P]
297,CS2103,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
298,CS2103,LECTURE 2,13,1,250,1,250,ENGINEERING,Returning Students [P]
299,CS2103,LECTURE 2,77,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
300,CS2103,LECTURE 2,50,8,1,1,50,SCHOOL OF COMPUTING,New Students [P]
301,CS2103,LECTURE 2,10,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
302,CS2104,LECTURE 1,62,3,1,1,50,SCHOOL OF COMPUTING,Returning Students [P]
303,CS2104,LECTURE 1,30,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
304,CS2104,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,Reserved for [G] in later round
305,CS2105,LECTURE 1,74,2,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
306,CS2105,LECTURE 1,40,47,1,50,322,SCHOOL OF COMPUTING,New Students [P]
307,CS2105,LECTURE 1,10,2,1,1,1,SCHOOL OF COMPUTING,NUS Students [G]
308,CS2105,LECTURE 2,29,2,1,1,11,SCHOOL OF COMPUTING,Returning Students [P]
309,CS2105,LECTURE 2,45,24,1,1,100,SCHOOL OF COMPUTING,New Students [P]
310,CS2105,LECTURE 2,10,2,1,1,1,SCHOOL OF COMPUTING,NUS Students [G]
311,CS2106,LECTURE 1,46,0,0,0,0,ENGINEERING,Returning Students [P]
312,CS2106,LECTURE 1,20,4,10,1,201,SCHOOL OF COMPUTING,Returning Students [P]
313,CS2106,LECTURE 1,45,14,1,1,200,SCHOOL OF COMPUTING,New Students [P]
314,CS2106,LECTURE 1,10,3,1,1,1,SCHOOL OF COMPUTING,NUS Students [G]
315,CS2250,LECTURE 1,130,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
316,CS2250,LECTURE 1,50,40,1,1,200,SCHOOL OF COMPUTING,New Students [P]
317,CS2250,LECTURE 1,10,3,1,1,103,SCHOOL OF COMPUTING,NUS Students [G]
318,CS2261,LECTURE 1,109,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
319,CS2261,LECTURE 1,50,10,1,1,100,SCHOOL OF COMPUTING,New Students [P]
320,CS2261,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,Reserved for [G] in later round
321,CS2271,LECTURE 1,65,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
322,CS2271,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
323,CS2301,LECTURE 1,33,4,1,1,21,SCHOOL OF COMPUTING,Returning Students [P]
324,CS2301,LECTURE 1,50,28,1,1,150,SCHOOL OF COMPUTING,New Students [P]
325,CS3103,LECTURE 1,19,2,1,1,10,SCHOOL OF COMPUTING,Returning Students [P]
326,CS3103,LECTURE 1,30,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
327,CS3103,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,Reserved for [G] in later round
328,CS3212,LECTURE 1,42,3,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
329,CS3212,LECTURE 1,45,3,10,1,100,SCHOOL OF COMPUTING,New Students [P]
330,CS3212,LECTURE 1,10,1,1,1,1,SCHOOL OF COMPUTING,NUS Students [G]
331,CS3214,LECTURE 1,51,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
332,CS3214,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
333,CS3215,LECTURE 1,66,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
334,CS3215,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
335,CS3220,LECTURE 1,78,1,100,1,100,SCHOOL OF COMPUTING,Returning Students [P]
336,CS3220,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
337,CS3220,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
338,CS3230,LECTURE 1,16,0,0,0,0,SCIENCE,Returning Students [P]
339,CS3230,LECTURE 1,20,0,0,0,0,ENGINEERING,Returning Students [P]
340,CS3230,LECTURE 1,39,2,1,1,1988,SCHOOL OF COMPUTING,Returning Students [P]
341,CS3230,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
342,CS3230,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
343,CS3234,LECTURE 1,69,2,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
344,CS3234,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
345,CS3234,LECTURE 1,10,2,50,1,1200,SCHOOL OF COMPUTING,NUS Students [G]
346,CS3235,LECTURE 1,44,4,1,1,11,SCHOOL OF COMPUTING,Returning Students [P]
347,CS3235,LECTURE 1,50,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
348,CS3235,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
349,CS3240,LECTURE 1,21,5,1,1,1000,ENGINEERING,Returning Students [P]
350,CS3240,LECTURE 1,20,3,1,1,11,SCHOOL OF COMPUTING,New Students [P]
351,CS3240,LECTURE 1,5,1,1,1,1,SCHOOL OF COMPUTING,NUS Students [G]
352,CS3241,LECTURE 1,14,1,1000,1,1000,ENGINEERING,Returning Students [P]
353,CS3241,LECTURE 1,31,2,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
354,CS3241,LECTURE 1,20,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
355,CS3241,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
356,CS3243,LECTURE 1,23,1,15,1,15,ENGINEERING,Returning Students [P]
357,CS3243,LECTURE 1,97,2,1,1,199,SCHOOL OF COMPUTING,Returning Students [P]
358,CS3243,LECTURE 1,65,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
359,CS3243,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
360,CS3250,LECTURE 1,111,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
361,CS3250,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
362,CS3250,LECTURE 1,10,3,344,1,660,SCHOOL OF COMPUTING,NUS Students [G]
363,CS3251,LECTURE 1,13,2,2,1,1002,SCHOOL OF COMPUTING,Returning Students [P]
364,CS3251,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
365,CS3251,LECTURE 1,10,10,1,1,1000,SCHOOL OF COMPUTING,NUS Students [G]
366,CS3253,LECTURE 1,79,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
367,CS3253,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
368,CS3253,LECTURE 1,5,3,10,1,200,SCHOOL OF COMPUTING,NUS Students [G]
369,CS3255,LECTURE 1,38,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
370,CS3255,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
371,CS3255,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,Reserved for [G] in later round
372,CS3265,LECTURE 1,68,1,50,1,50,SCHOOL OF COMPUTING,Returning Students [P]
373,CS3265,LECTURE 1,20,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
374,CS3265,LECTURE 1,8,7,1,1,1702,SCHOOL OF COMPUTING,NUS Students [G]
375,CS3266,LECTURE 1,30,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
376,CS3266,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,Reserved for [G] in later round
377,CS3342,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
378,CS3342,LECTURE 1,19,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
379,CS3342,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
380,CS3342,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,Reserved for [G] in later round
381,CS4211,LECTURE 1,12,2,100,1,500,SCHOOL OF COMPUTING,Returning Students [P]
382,CS4211,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
383,CS4212,LECTURE 1,11,4,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
384,CS4212,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
385,CS4213,LECTURE 1,14,2,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
386,CS4213,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
387,CS4221,LECTURE 1,45,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
388,CS4221,LECTURE 1,25,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
389,CS4222,LECTURE 1,15,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
390,CS4222,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
391,CS4237,LECTURE 1,52,1,502,1,502,SCHOOL OF COMPUTING,Returning Students [P]
392,CS4237,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
393,CS4243,LECTURE 1,42,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
394,CS4243,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
395,CS4250,LECTURE 1,52,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
396,CS4250,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
397,CS4251,LECTURE 1,11,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
398,CS4251,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
399,CS4254,LECTURE 1,27,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
400,CS4254,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
401,CS4264,LECTURE 1,34,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
402,CS4264,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
403,CS4266,LECTURE 1,41,1,211,1,211,SCHOOL OF COMPUTING,Returning Students [P]
404,CS4266,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
405,CS4272,LECTURE 1,90,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
406,CS4272,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
407,CS4344,LECTURE 1,19,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
408,CS4344,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
409,CS5215,LECTURE 1,9,1,100,1,100,SCHOOL OF COMPUTING,Returning Students [P]
410,CS5220,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
411,CS5223,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
412,CS5225,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
413,CS5229,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
414,CS5231,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
415,CS5234,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
416,CS5237,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
417,CS5238,LECTURE 1,9,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
418,CS5240,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
419,CS5248,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
420,CS5249,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
421,CS5272,LECTURE 1,1,1,2,1,2,SCHOOL OF COMPUTING,Returning Students [P]
422,CS5340,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
423,CZ1102,LECTURE SL1,190,44,1,1,80,SCIENCE,New Students [P]
424,CZ3253,LECTURE SL1,49,10,1,1,3000,SCIENCE,Returning Students [P]
425,CZ4102,LECTURE SL1,49,10,1,1,3965,SCIENCE,Returning Students [P]
426,DSC2003,LECTURE C1,6,1,2000,1,2000,SCHOOL OF COMPUTING,Returning Students [P]
427,DSC2003,LECTURE C1,3,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
428,DSC2003,LECTURE C1,25,10,1,1,500,SCHOOL OF BUSINESS,NUS Students [G]
429,DSC2003,LECTURE C2,9,5,1,1,3302,SCHOOL OF COMPUTING,Returning Students [P]
430,DSC2003,LECTURE C2,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
431,DSC2006,LECTURE F1,8,2,800,1,1000,ENGINEERING,Returning Students [P]
432,DSC2006,LECTURE F1,3,0,0,0,0,SCIENCE,New Students [P]
433,DSC2006,LECTURE F1,14,22,1,764,1130,SCHOOL OF BUSINESS,NUS Students [G]
434,DSC2006,LECTURE F2,7,2,1,1,1,ENGINEERING,Returning Students [P]
435,DSC2006,LECTURE F2,2,0,0,0,0,SCIENCE,New Students [P]
436,DSC2006,LECTURE F2,15,23,343,650,1900,SCHOOL OF BUSINESS,NUS Students [G]
437,DSC3201,SECTIONAL TEACHING A1,2,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
438,DSC3201,SECTIONAL TEACHING A1,8,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
439,DSC3201,SECTIONAL TEACHING A1,1,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
440,DSC3201,SECTIONAL TEACHING A1,10,4,5,1,1000,SCHOOL OF BUSINESS,NUS Students [G]
441,DSC3201,SECTIONAL TEACHING A2,1,1,700,1,700,SCHOOL OF COMPUTING,Returning Students [P]
442,DSC3201,SECTIONAL TEACHING A2,23,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
443,DSC3201,SECTIONAL TEACHING A2,10,3,1,1,264,SCHOOL OF BUSINESS,NUS Students [G]
444,DSC3202,SECTIONAL TEACHING B1,6,0,0,0,0,SCIENCE,Returning Students [P]
445,DSC3202,SECTIONAL TEACHING B1,9,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
446,DSC3203,SECTIONAL TEACHING C2,30,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
447,DSC3222E,SECTIONAL TEACHING D1,18,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
448,DSC4211B,SECTIONAL TEACHING F1,7,2,1,1,1000,SCHOOL OF BUSINESS,Returning Students [P]
449,DSC4211C,SECTIONAL TEACHING G1,24,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
450,EC1101E,LECTURE 1,6,3,1,1,120,ARTS & SOCIAL SCIENCES,Returning Students [P]
451,EC1101E,LECTURE 1,292,316,10,90,600,ARTS & SOCIAL SCIENCES,New Students [P]
452,EC1101E,LECTURE 2,20,2,1,1,201,ARTS & SOCIAL SCIENCES,Returning Students [P]
453,EC1101E,LECTURE 2,335,317,1,1,380,ARTS & SOCIAL SCIENCES,New Students [P]
454,EC1301,LECTURE 1,79,4,1,1,400,ENGINEERING,Returning Students [P]
455,EC1301,LECTURE 1,18,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
456,EC1301,LECTURE 1,7,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
457,EC1301,LECTURE 1,50,7,2,1,48,SCIENCE,New Students [P]
458,EC1301,LECTURE 1,106,30,1,1,746,ENGINEERING,New Students [P]
459,EC1301,LECTURE 1,40,8,1,1,2,SCHOOL OF COMPUTING,New Students [P]
460,EC1301,LECTURE 1,3,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
461,EC1301,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
462,EC1301,LECTURE 2,5,5,300,1,700,SCIENCE,Returning Students [P]
463,EC1301,LECTURE 2,50,7,1,1,1389,ENGINEERING,Returning Students [P]
464,EC1301,LECTURE 2,35,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
465,EC1301,LECTURE 2,50,13,1,1,101,SCIENCE,New Students [P]
466,EC1301,LECTURE 2,106,63,1,1,740,ENGINEERING,New Students [P]
467,EC1301,LECTURE 2,20,6,1,1,12,SCHOOL OF COMPUTING,New Students [P]
468,EC1301,LECTURE 2,8,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
469,EC1301,LECTURE 2,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
470,EC1301,LECTURE 3,13,6,1,1,500,ENGINEERING,Returning Students [P]
471,EC1301,LECTURE 3,20,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
472,EC1301,LECTURE 3,48,7,1,1,35,SCIENCE,New Students [P]
473,EC1301,LECTURE 3,108,16,1,1,201,ENGINEERING,New Students [P]
474,EC1301,LECTURE 3,30,27,1,1,128,SCHOOL OF COMPUTING,New Students [P]
475,EC1301,LECTURE 3,7,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
476,EC1301,LECTURE 3,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
477,EC2101,LECTURE 1,6,7,81,157,400,ARTS & SOCIAL SCIENCES,New Students [P]
478,EC2101,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
479,EC2102,LECTURE 1,10,12,90,167,1008,ARTS & SOCIAL SCIENCES,New Students [P]
480,EC2102,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
481,EC2303,LECTURE 1,23,38,160,399,597,ARTS & SOCIAL SCIENCES,New Students [P]
482,EC2303,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
483,EC2373,LECTURE 1,10,13,5,71,400,ARTS & SOCIAL SCIENCES,New Students [P]
484,EC2373,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
485,EC3101,LECTURE 1,2,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
486,EC3101,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
487,EC3102,LECTURE 1,2,1,100,1,100,ARTS & SOCIAL SCIENCES,New Students [P]
488,EC3102,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
489,EC3303,LECTURE 1,2,1,50,1,50,ARTS & SOCIAL SCIENCES,New Students [P]
490,EC3303,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
491,EC3304,LECTURE 1,5,3,30,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P]
492,EC3304,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
493,EC3304,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
494,EC3312,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
495,EC3312,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
496,EC3322,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
497,EC3322,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
498,EC3332,LECTURE 1,2,1,50,1,50,ARTS & SOCIAL SCIENCES,New Students [P]
499,EC3332,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
500,EC3333,LECTURE 1,1,8,1,1266,1266,ARTS & SOCIAL SCIENCES,Returning Students [P]
501,EC3333,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
502,EC3333,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
503,EC3341,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
504,EC3341,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
505,EC3353,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
506,EC3353,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
507,EC3361,LECTURE 1,2,1,100,1,100,ARTS & SOCIAL SCIENCES,New Students [P]
508,EC3361,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
509,EC3373,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
510,EC3373,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
511,EC3382,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
512,EC3382,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
513,EC4101,LECTURE 1,33,15,1,1,1228,ARTS & SOCIAL SCIENCES,Returning Students [P]
514,EC4101,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
515,EC4101,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
516,EC4102,LECTURE 1,38,4,30,1,200,ARTS & SOCIAL SCIENCES,Returning Students [P]
517,EC4102,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
518,EC4102,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
519,EC4332,LECTURE 1,25,21,1,1,1500,ARTS & SOCIAL SCIENCES,Returning Students [P]
520,EC4332,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
521,EC4332,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
522,EC4333,LECTURE 1,1,3,211,2500,2500,ARTS & SOCIAL SCIENCES,Returning Students [P]
523,EC4333,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
524,EC4333,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
525,EC4341,LECTURE 1,11,11,20,1,1700,ARTS & SOCIAL SCIENCES,Returning Students [P]
526,EC4341,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
527,EC4341,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
528,EC4880,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
529,EC4880,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
530,EC5311,SECTIONAL TEACHING 1,24,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
531,EC5361,SECTIONAL TEACHING 1,17,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
532,EE2001,LECTURE P,208,2,10,1,100,ENGINEERING,Returning Students [P]
533,EE2004,LECTURE ALL,38,1,1,1,1,ENGINEERING,Returning Students [P]
534,EE2004,LECTURE ALL,10,0,0,0,0,ENGINEERING,Reserved for [G] in later round
535,EE2004E,LECTURE 1,369,3,1,1,100,ENGINEERING,Returning Students [P]
536,EE2005,LECTURE ALL,4,0,0,0,0,SCIENCE,Returning Students [P]
537,EE2005,LECTURE ALL,3,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
538,EE2005,LECTURE ALL,10,0,0,0,0,ENGINEERING,Reserved for [G] in later round
539,EE2006,LECTURE ALL,17,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
540,EE2006,LECTURE ALL,10,5,1,1,109,SCHOOL OF COMPUTING,New Students [P]
541,EE2006,LECTURE ALL,10,0,0,0,0,ENGINEERING,Reserved for [G] in later round
542,EE2009,LECTURE ALL,15,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
543,EE2009,LECTURE ALL,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
544,EE2009E,LECTURE 1,172,0,0,0,0,ENGINEERING,Returning Students [P]
545,EE2009E,LECTURE 1,140,82,1,1,225,ENGINEERING,New Students [P]
546,EE2010,LECTURE ALL,39,0,0,0,0,ENGINEERING,Returning Students [P]
547,EE2010,LECTURE ALL,10,0,0,0,0,ENGINEERING,Reserved for [G] in later round
548,EE2010E,LECTURE 1,227,4,1,1,100,ENGINEERING,Returning Students [P]
549,EE2011,LECTURE ALL,40,0,0,0,0,ENGINEERING,Returning Students [P]
550,EE3001,LECTURE P,92,2,1,1,1000,ENGINEERING,Returning Students [P]
551,EE3101,PACKAGED LECTURE 1,156,3,2,1,2000,ENGINEERING,Returning Students [P]
552,EE3101E,LECTURE 1,33,5,1,1,500,ENGINEERING,Returning Students [P]
553,EE3103,PACKAGED LECTURE 1,184,4,1,1,500,ENGINEERING,Returning Students [P]
554,EE3103E,LECTURE 1,44,0,0,0,0,ENGINEERING,Returning Students [P]
555,EE3204,PACKAGED LECTURE 1,144,7,1,1,1000,ENGINEERING,Returning Students [P]
556,EE3204E,LECTURE 1,27,3,50,1,1000,ENGINEERING,Returning Students [P]
557,EE3206,PACKAGED LECTURE 1,110,12,1,1,300,ENGINEERING,Returning Students [P]
558,EE3206E,LECTURE 1,25,0,0,0,0,ENGINEERING,Returning Students [P]
559,EE3207,PACKAGED LECTURE 1,39,2,1,1,1000,ENGINEERING,Returning Students [P]
560,EE3207E,LECTURE 1,30,1,11,1,11,ENGINEERING,Returning Students [P]
